Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2018-10-14 12:59:21,false,"Aarhus Cykling","36,20","1.510","01:37:42","--","--","--","22,2","46,2","349","332","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","--","13,0","No","00:NaN:NaN","1","21,0","--","--","--","01:35:39","02:24:57","10","102"
Cycling,2018-10-01 16:02:38,false,"Aarhus Cykling","51,53","2.132","01:55:25","--","--","--","26,8","47,1","257","261","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","6,0","No","00:NaN:NaN","1","19,0","--","--","--","01:53:12","02:15:13","27","110"
Cycling,2018-09-16 12:11:39,false,"Aarhus Cykling","58,98","2.434","02:36:09","--","--","--","22,7","46,7","475","439","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","12,0","No","00:NaN:NaN","1","20,0","--","--","--","02:32:34","09:40:27","-49","66"
Cycling,2018-09-02 09:20:12,false,"Aarhus Cykling","49,88","2.183","01:49:05","--","--","--","27,4","59,9","453","517","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","1","20,0","--","--","--","01:47:48","02:11:03","-152","-55"
Cycling,2018-08-29 10:01:07,false,"Aarhus Cykling","121,74","5.231","04:31:39","--","--","--","26,9","53,9","844","830","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","15,0","No","00:NaN:NaN","9","24,0","--","--","--","04:30:16","05:19:12","-68","30"
Cycling,2018-08-26 13:47:29,false,"Aarhus Cykling","66,29","2.811","02:32:20","--","--","--","26,1","66,2","527","517","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","7","25,0","--","--","--","02:31:45","02:38:03","4","85"
Cycling,2018-08-22 13:45:57,false,"Aarhus Cykling","68,17","2.988","02:37:38","--","--","--","25,9","47,3","571","561","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","21,0","No","00:NaN:NaN","7","29,0","--","--","--","02:36:33","02:49:59","-21","84"
Cycling,2018-08-21 06:53:19,false,"Aarhus Cykling","59,32","2.377","02:15:57","--","--","--","26,2","44,8","317","318","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","6","17,0","--","--","--","02:14:43","02:31:14","-20","64"
Cycling,2018-08-20 17:00:40,false,"Aarhus Cykling","60,07","2.581","02:17:59","--","--","--","26,1","47,6","364","364","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","14,0","No","00:NaN:NaN","7","27,0","--","--","--","02:16:50","02:39:28","-22","58"
Cycling,2018-08-19 12:25:43,false,"Aarhus Cykling","50,72","2.117","02:04:33","--","--","--","24,4","46,7","387","386","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","16,0","No","00:NaN:NaN","6","19,0","--","--","--","02:03:50","02:17:22","6","66"
Cycling,2018-08-17 13:05:38,false,"Aarhus Cykling","56,57","2.465","02:15:02","--","--","--","25,1","60,1","577","577","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","16,0","No","00:NaN:NaN","6","27,0","--","--","--","02:12:49","02:33:14","-23","72"
Cycling,2018-08-14 13:06:24,false,"Aarhus Cykling","40,33","1.735","01:35:17","--","--","--","25,4","50,2","364","372","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","14,0","No","00:NaN:NaN","5","23,0","--","--","--","01:33:44","01:54:38","50","133"
Cycling,2018-08-11 14:17:05,false,"Aarhus Cykling","46,24","1.898","01:42:36","--","--","--","27,0","52,6","331","227","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","5","22,0","--","--","--","01:41:52","01:47:57","43","196"
Cycling,2018-08-09 13:01:40,false,"Aarhus Cykling","100,35","4.239","03:54:05","--","--","--","25,7","52,8","769","749","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","20,0","No","00:NaN:NaN","11","35,0","--","--","--","03:52:54","04:15:13","-24","108"
Cycling,2018-08-01 13:38:22,false,"Aarhus Cykling","63,96","2.796","02:12:11","153","183","--","29,0","53,1","419","419","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","23,0","No","00:NaN:NaN","7","28,0","--","--","--","02:11:35","02:29:07","-14","97"
Cycling,2018-07-30 16:33:32,false,"Aarhus Cykling","59,35","2.571","02:09:01","144","173","--","27,6","57,2","474","475","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","24,0","No","00:NaN:NaN","6","27,0","--","--","--","02:08:33","02:13:41","-133","-64"
Cycling,2018-07-26 11:56:48,false,"Aarhus Cykling","80,02","3.468","02:52:58","152","180","--","27,8","50,5","568","562","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","26,0","No","00:NaN:NaN","1","32,0","--","--","--","02:51:36","03:20:12","-150","-70"
Cycling,2018-07-24 12:07:12,false,"Aarhus Cykling","88,62","3.793","03:22:17","147","186","--","26,3","58,7","690","678","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","25,0","No","00:NaN:NaN","1","35,0","--","--","--","03:20:45","04:13:40","-16","81"
Cycling,2018-07-23 15:36:32,false,"Aarhus Cykling","65,02","2.751","02:35:05","--","--","--","25,2","57,0","456","461","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","22,0","No","00:NaN:NaN","2","29,0","--","--","--","02:32:14","03:23:12","-17","91"
Cycling,2017-12-28 11:10:13,false,"Aarhus Cykling","23,33","878","00:52:54","145","183","--","26,5","46,3","125","125","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","1","19,0","--","--","--","00:52:28","01:01:23","-155","-78"
Cycling,2017-12-27 09:45:44,false,"Tilst Cykling","29,64","1.110","01:07:48","145","178","--","26,2","49,7","158","148","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","1","16,0","--","--","--","01:07:28","01:26:08","210","292"
Cycling,2017-12-25 10:02:20,false,"Tilst Cykling","68,63","2.555","02:27:31","150","183","--","27,9","58,3","222","133","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","4,0","No","00:NaN:NaN","1","17,0","--","--","--","02:26:28","03:12:09","35","142"
Cycling,2017-12-24 07:51:55,false,"Tilst Cykling","77,56","3.054","02:54:54","143","175","--","26,6","47,1","479","446","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","5,0","No","00:NaN:NaN","1","17,0","--","--","--","02:52:54","03:12:23","23","127"
Cycling,2017-11-08 16:11:24,false,"Højbjerg Cykling","13,89","549","00:42:11","--","--","--","19,8","41,0","112","95","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","3,0","No","00:NaN:NaN","1","5,0","--","--","--","00:41:01","00:52:11","-51","30"
Cycling,2017-11-08 08:06:18,false,"Tilst Cykling","11,37","437","00:26:56","--","--","--","25,3","41,4","85","106","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","4,0","No","00:NaN:NaN","1","18,0","--","--","--","00:25:44","00:31:51","-68","13"
Cycling,2017-11-05 14:35:33,false,"Tilst Cykling","3,85","155","00:10:07","132","154","--","22,9","41,2","26","34","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","11,0","No","00:NaN:NaN","1","18,0","--","--","--","00:08:42","01:39:03","133","151"
Cycling,2017-10-20 16:08:11,false,"Højbjerg Cykling","11,75","506","00:25:14","--","--","--","27,9","47,9","103","78","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","9,0","--","--","--","00:24:44","00:28:43","21","100"
Cycling,2017-10-20 07:07:30,false,"Tilst Cykling","11,56","426","00:28:36","--","--","--","24,2","44,2","79","103","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","--","14,0","--","--","--","00:28:01","00:34:06","-151","-73"
Cycling,2017-10-19 16:32:17,false,"Højbjerg Cykling","11,74","496","00:26:51","--","--","--","26,2","48,8","109","81","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","--","12,0","--","--","--","00:25:55","00:42:01","0","81"
Cycling,2017-10-19 08:06:53,false,"Tilst Cykling","11,61","427","00:28:13","--","--","--","24,7","44,4","77","101","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","15,0","--","--","--","00:27:45","00:31:36","-151","-73"
Cycling,2017-10-18 16:10:38,false,"Højbjerg Cykling","11,69","504","00:26:50","--","--","--","26,2","43,9","105","82","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","--","11,0","--","--","--","00:26:11","00:31:09","-4","74"
Cycling,2017-10-18 08:06:31,false,"Tilst Cykling","11,61","458","00:26:44","--","--","--","26,1","44,8","108","10","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","14,0","--","--","--","00:26:24","00:30:04","-85","17"
Cycling,2017-10-16 16:13:49,false,"Højbjerg Cykling","11,74","500","00:26:15","--","--","--","26,8","43,6","98","76","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","15,0","--","--","--","00:25:43","00:30:44","-38","39"
Cycling,2017-10-15 10:20:03,false,"Tilst Cykling","88,26","3.620","03:17:48","126","152","--","26,8","49,8","644","633","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","18,0","--","--","--","03:17:05","03:24:37","-149","-32"
Cycling,2017-10-14 12:03:46,false,"Aarhus Cykling","18,66","824","00:41:01","145","179","--","27,3","46,8","189","167","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","12,0","No","00:41:01","1","13,0","--","--","--","00:40:35","00:43:34","-28","67"
Cycling,2017-10-14 10:07:59,false,"Aarhus Cykling","40,25","1.565","01:26:30","133","177","--","27,9","54,8","165","192","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","01:26:30","1","14,0","--","--","--","01:26:07","01:33:48","-31","53"
Cycling,2017-10-14 08:59:04,false,"Tilst Cykling","79,64","3.140","02:53:14","137","179","--","27,6","54,8","422","497","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","17,0","--","--","--","02:52:06","03:07:17","-31","93"
Cycling,2017-10-13 16:18:33,false,"Højbjerg Cykling","11,65","490","00:25:56","--","--","--","26,9","42,7","107","84","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","11,0","--","--","--","00:25:32","00:29:45","-5","75"
Cycling,2017-10-13 07:03:58,false,"Tilst Cykling","11,61","434","00:26:21","--","--","--","26,4","44,7","80","107","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","4,0","No","00:NaN:NaN","--","14,0","--","--","--","00:25:53","00:32:20","-152","-73"
Cycling,2017-10-12 16:18:11,false,"Højbjerg Cykling","15,12","660","00:37:31","--","--","--","24,2","39,3","186","112","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","6,0","No","00:NaN:NaN","--","11,0","--","--","--","00:36:50","00:52:51","30","157"
Cycling,2017-10-12 08:11:17,false,"Tilst Cykling","11,56","451","00:26:17","--","--","--","26,4","43,3","79","105","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","15,0","--","--","--","00:25:41","00:29:36","-155","-73"
Cycling,2017-10-11 16:08:59,false,"Højbjerg Cykling","11,69","421","00:26:51","--","--","--","26,1","45,7","33","58","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","11,0","--","--","--","00:26:20","00:30:56","39","84"
Cycling,2017-10-11 08:02:55,false,"Tilst Cykling","11,55","450","00:26:26","--","--","--","26,2","47,0","88","108","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","7,0","No","00:NaN:NaN","--","15,0","--","--","--","00:25:57","00:32:20","-149","-70"
Cycling,2017-10-10 16:12:49,false,"Højbjerg Cykling","11,58","504","00:25:57","--","--","--","26,8","42,8","100","74","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","7,0","No","00:NaN:NaN","--","9,0","--","--","--","00:25:19","00:33:07","56","137"
Cycling,2017-10-10 08:13:20,false,"Tilst Cykling","11,20","432","00:25:37","--","--","--","26,2","44,0","90","110","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","18,0","--","--","--","00:24:23","00:30:02","30","109"
Cycling,2017-10-08 14:17:24,false,"Tilst Cykling","55,30","2.131","02:08:12","126","170","--","25,9","47,6","280","287","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","9,0","No","00:NaN:NaN","--","20,0","--","--","--","02:05:43","02:26:12","0","85"
Cycling,2017-10-04 20:48:04,false,"Cykling","0,00","--","00:45:33","154","185","--","--","--","6","4","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","20,0","--","--","--","00:00:00","00:45:33","158","163"
Cycling,2017-10-03 17:32:34,false,"Cykling","0,00","--","00:43:14","164","189","--","--","--","--","2","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","21,0","--","--","--","00:00:00","00:43:15","115","119"
Cycling,2017-09-30 09:54:10,false,"Tilst Cykling","60,13","2.436","02:17:23","--","--","--","26,3","45,5","395","389","NaN","NaN","NaN","NaN","75","105","244","22,8","150","182","582","NaN","NaN","1044","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","17,0","--","--","--","02:16:37","02:30:48","-55","41"
Cycling,2017-09-26 12:33:03,false,"Tilst Cykling","90,91","3.910","03:09:55","--","--","--","28,7","51,6","718","714","NaN","NaN","NaN","NaN","72","86","139","0,5","6","89","510","NaN","NaN","60","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","18,0","--","--","--","03:09:15","03:23:14","-67","46"
Cycling,2017-09-25 15:35:25,false,"Tilst Cykling","60,28","2.369","02:13:21","--","--","--","27,1","51,5","315","308","NaN","NaN","NaN","NaN","79","97","233","11,7","92","181","507","NaN","NaN","668","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","24,0","--","--","--","02:12:17","02:31:37","-65","18"
Cycling,2017-09-22 13:43:45,false,"Tilst Cykling","48,21","1.993","01:44:04","--","--","--","27,8","51,7","400","393","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","23,0","--","--","--","01:43:41","01:47:50","37","104"
Cycling,2017-09-21 12:49:17,false,"Tilst Cykling","110,48","4.567","03:58:04","--","--","--","27,8","58,2","872","874","NaN","NaN","NaN","NaN","82","152","219","255,1","210","183","1.162","NaN","NaN","17269","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","20,0","--","--","--","03:57:23","04:14:03","-155","-35"
Cycling,2017-09-20 12:40:32,false,"Tilst Cykling","73,28","3.126","02:25:22","--","--","--","30,2","52,8","516","519","NaN","NaN","NaN","NaN","86","144","241","187,6","234","212","1.109","NaN","NaN","11597","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","19,0","--","--","--","02:24:54","02:31:02","-15","101"
Cycling,2017-09-19 16:28:10,false,"Cykling","0,00","--","00:55:10","140","180","--","--","--","--","--","NaN","NaN","NaN","NaN","80","97","211","54,2","226","191","383","NaN","NaN","4383","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","21,0","--","--","--","00:00:00","00:55:11","84","86"
Cycling,2017-09-18 16:02:04,false,"Tilst Cykling","60,16","2.297","02:12:02","--","--","--","27,3","54,8","314","309","NaN","NaN","NaN","NaN","77","135","215","135,7","210","165","1.163","NaN","NaN","8903","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","24,0","--","--","--","02:11:26","02:31:53","-0","83"
Cycling,2017-09-16 09:45:43,false,"Tilst Cykling","76,85","2.885","02:55:33","--","--","--","26,3","45,8","425","433","NaN","NaN","NaN","NaN","75","110","137","73,3","121","101","796","NaN","NaN","11403","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","21,0","--","--","--","02:54:49","03:31:58","-161","-71"
Cycling,2017-09-15 12:58:12,false,"Tilst Cykling","64,83","2.442","02:30:23","--","--","--","25,9","45,8","348","347","NaN","NaN","NaN","NaN","80","110","158","83,6","142","121","712","NaN","NaN","9968","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","20,0","--","--","--","02:29:29","03:03:06","-152","-70"
Cycling,2017-09-14 11:56:08,false,"Tilst Cykling","117,16","4.737","04:09:14","--","--","--","28,2","52,7","774","792","NaN","NaN","NaN","NaN","83","111","217","261,9","198","178","725","NaN","NaN","17657","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","18,0","--","--","--","04:08:02","04:44:18","-170","-72"
Cycling,2017-09-13 15:03:54,false,"Cykling","0,00","--","00:51:16","132","165","--","--","--","8","--","NaN","NaN","NaN","NaN","80","92","198","44,5","209","189","293","NaN","NaN","3990","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","21,0","--","--","--","00:00:00","00:51:17","342","351"
Cycling,2017-09-10 11:44:42,false,"Tilst Cykling","46,93","2.028","01:29:51","--","--","--","31,3","54,3","294","293","NaN","NaN","NaN","NaN","91","118","249","123,8","248","222","960","NaN","NaN","7631","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","20,0","--","--","--","01:29:38","01:34:21","-152","-69"
Cycling,2017-09-09 09:56:35,false,"Tilst Cykling","73,82","2.909","02:39:20","--","--","--","27,8","48,5","416","420","NaN","NaN","NaN","NaN","77","111","215","164,2","245","175","833","NaN","NaN","10798","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","21,0","--","--","--","02:38:37","02:56:25","161","245"
Cycling,2017-09-08 15:21:08,false,"Beder Cykling","19,44","871","00:38:41","--","--","--","30,2","53,7","213","185","NaN","NaN","NaN","NaN","82","111","264","59,8","211","212","861","NaN","NaN","2724","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","18,0","--","--","--","00:38:24","00:44:48","100","193"
Cycling,2017-09-08 09:57:01,false,"Tilst Cykling","19,52","737","00:47:14","--","--","--","24,8","41,8","140","135","NaN","NaN","NaN","NaN","79","104","232","55,7","175","175","561","NaN","NaN","3176","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","17,0","--","--","--","00:46:56","01:21:21","-150","-52"
Cycling,2017-09-05 16:31:56,false,"Aarhus Cykling","73,28","2.807","02:46:46","--","--","--","26,4","49,5","436","373","NaN","NaN","NaN","NaN","74","106","185","128,0","171","152","770","NaN","NaN","10514","NaN","NaN","NaN","14,0","No","02:46:46","1","17,0","--","--","--","02:46:02","02:58:35","-16","73"
Cycling,2017-09-05 14:07:46,false,"Tilst Cykling","118,57","4.699","04:28:42","--","--","--","26,5","57,6","900","1.126","NaN","NaN","NaN","NaN","65","110","207","0,0","227","162","943","NaN","NaN","--","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","22,0","--","--","--","04:27:16","05:21:49","-150","73"
Cycling,2017-09-04 15:41:33,false,"Tilst Cykling","75,34","3.118","02:48:06","--","--","--","26,9","54,0","603","612","NaN","NaN","NaN","NaN","76","111","218","177,8","210","168","1.104","NaN","NaN","10706","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","21,0","--","--","--","02:47:20","03:16:46","-25","78"
Cycling,2017-09-02 12:00:52,false,"Tilst Cykling","79,63","2.982","03:03:33","122","171","--","26,0","43,4","418","411","NaN","NaN","NaN","NaN","75","111","188","144,7","181","150","928","NaN","NaN","12183","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","21,0","--","--","--","03:02:27","03:20:09","-48","36"
Cycling,2017-09-01 13:28:37,false,"Tilst Cykling","63,49","2.616","02:14:44","144","180","--","28,3","52,1","458","456","NaN","NaN","NaN","NaN","78","112","241","174,0","258","190","824","NaN","NaN","9257","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","25,0","--","--","--","02:13:45","02:42:20","-151","-64"
Cycling,2017-08-30 10:10:29,false,"Tilst Cykling","67,33","2.719","02:26:09","133","166","--","27,6","44,8","446","444","NaN","NaN","NaN","NaN","80","108","204","135,7","199","173","564","NaN","NaN","10323","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","25,0","--","--","--","02:25:47","02:44:01","-150","-38"
Cycling,2017-08-29 11:50:51,false,"Åbyhøj Cykling","100,21","4.113","03:35:03","139","184","--","28,0","56,8","821","804","NaN","NaN","NaN","NaN","78","116","222","237,2","203","176","1.094","NaN","NaN","14719","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","27,0","--","--","--","03:34:24","03:52:12","10","123"
Cycling,2017-08-27 12:49:56,false,"Tilst Cykling","77,41","3.331","02:32:26","147","177","--","30,5","52,3","511","512","NaN","NaN","NaN","NaN","83","113","240","195,7","245","214","815","NaN","NaN","11871","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","24,0","--","--","--","02:31:57","02:41:44","-20","97"
Cycling,2017-08-26 10:31:56,false,"Tilst Cykling","78,54","3.377","02:37:03","144","183","--","30,0","54,3","509","509","NaN","NaN","NaN","NaN","79","111","242","205,0","252","204","1.066","NaN","NaN","11314","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","22,0","--","--","--","02:36:30","02:44:29","-150","-36"
Cycling,2017-08-23 10:14:48,false,"Tilst Cykling","105,32","4.577","03:43:31","136","171","--","28,3","57,1","892","887","NaN","NaN","NaN","NaN","77","111","218","237,9","211","175","524","NaN","NaN","14876","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","26,0","--","--","--","03:43:16","04:06:19","-138","-43"
Cycling,2017-08-22 10:53:30,false,"Tilst Cykling","79,82","3.428","02:44:02","149","180","--","29,2","50,4","564","563","NaN","NaN","NaN","NaN","80","118","238","206,6","247","201","1.145","NaN","NaN","11589","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","27,0","--","--","--","02:43:26","03:50:36","-153","-56"
Cycling,2017-08-21 11:20:16,false,"Tilst Cykling","76,34","3.223","02:43:20","139","176","--","28,0","51,6","511","515","NaN","NaN","NaN","NaN","77","107","222","180,2","223","186","712","NaN","NaN","11409","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","24,0","--","--","--","02:42:49","02:57:35","-155","-36"
Cycling,2017-08-17 10:57:54,false,"Tilst Cykling","94,46","3.986","03:23:40","137","179","--","27,8","55,3","731","706","NaN","NaN","NaN","NaN","79","117","213","206,7","230","175","811","NaN","NaN","13841","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","23,0","--","--","--","03:22:52","03:48:37","-15","105"
Cycling,2017-08-16 08:30:59,false,"Tilst Cykling","80,96","3.436","02:50:06","143","175","--","28,6","49,5","542","548","NaN","NaN","NaN","NaN","80","107","217","178,0","220","179","857","NaN","NaN","11750","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","26,0","--","--","--","02:49:31","03:03:42","-54","29"
Cycling,2017-08-14 16:54:23,false,"Tilst Cykling","48,97","2.163","01:34:25","153","185","--","31,1","62,6","326","324","NaN","NaN","NaN","NaN","83","113","254","135,8","271","219","969","NaN","NaN","7305","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","21,0","--","--","--","01:34:11","01:38:42","-152","-70"
Cycling,2017-08-13 13:23:26,false,"Tilst Cykling","56,54","2.572","01:57:58","141","180","--","28,8","68,1","589","598","NaN","NaN","NaN","NaN","84","123","247","160,8","242","202","937","NaN","NaN","8786","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","22,0","--","--","--","01:57:45","02:01:46","-158","-30"
Cycling,2017-08-10 11:54:46,false,"Tilst Cykling","102,81","4.644","03:26:53","145","178","--","29,8","59,4","923","931","NaN","NaN","NaN","NaN","79","116","243","273,3","234","207","729","NaN","NaN","14889","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","25,0","--","--","--","03:26:33","03:33:05","-35","76"
Cycling,2017-08-07 11:36:20,false,"Tilst Cykling","134,26","6.250","04:26:29","151","181","--","30,2","56,7","1.158","1.147","NaN","NaN","NaN","NaN","83","187","257","393,5","269","219","1.115","NaN","NaN","19825","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","26,0","--","--","--","04:25:52","04:47:46","-151","-16"
Cycling,2017-08-06 17:04:47,false,"Cykling","0,00","--","00:45:44","149","181","--","--","--","--","--","NaN","NaN","NaN","NaN","83","150","227","52,4","241","205","890","NaN","NaN","3626","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","22,0","--","--","--","00:00:00","00:45:45","32","35"
Cycling,2017-08-04 13:47:14,false,"Cykling","0,00","--","01:16:43","152","184","--","--","--","2","4","NaN","NaN","NaN","NaN","79","103","213","77,5","221","181","599","NaN","NaN","5714","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","23,0","--","--","--","00:00:00","01:16:44","166","171"
