Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2015-07-05 11:25:24,false,"Tilst Cykling","101,82","2.183","03:52:58","--","--","--","26,2","63,4","680","670","NaN","NaN","NaN","NaN","79","116","218","191,7","233","156","1.020","NaN","NaN","14602","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-07-02 13:15:52,false,"Tilst Cykling","83,07","1.867","03:01:46","152","186","--","27,4","52,9","657","654","NaN","NaN","NaN","NaN","79","119","225","158,7","201","171","949","NaN","NaN","12065","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-07-01 18:09:56,false,"Aarhus N Cykling","40,57","960","01:21:52","143","171","--","29,7","52,5","244","237","NaN","NaN","NaN","NaN","79","105","230","74,9","227","195","887","NaN","NaN","5892","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-06-12 19:31:19,false,"Tilst Cykling","13,87","367","00:27:17","150","185","--","30,5","58,9","141","138","NaN","NaN","NaN","NaN","82","113","323","48,5","266","224","865","NaN","NaN","1916","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-06-11 10:52:30,false,"Tilst Cykling","32,25","725","01:08:08","141","174","--","28,4","55,6","252","232","NaN","NaN","NaN","NaN","83","117","223","58,3","198","178","758","NaN","NaN","4992","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-06-05 10:47:34,false,"Tilst Cykling","123,78","2.783","04:38:26","137","174","--","26,7","58,9","955","931","NaN","NaN","NaN","NaN","79","116","223","240,4","229","167","663","NaN","NaN","18282","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-06-03 20:50:50,false,"2x20min Sweetspot","0,00","758","00:56:39","156","178","--","--","--","--","5","NaN","NaN","NaN","NaN","90","114","--","63,8","279","224","455","NaN","NaN","5029","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-05-27 18:46:38,false,"Untitled","0,00","507","00:45:01","137","170","--","--","--","4","4","NaN","NaN","NaN","NaN","90","106","222","38,0","228","188","600","NaN","NaN","4048","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-05-25 19:39:19,false,"20 min Sweetspot","0,00","379","00:30:59","156","183","--","--","--","16","16","NaN","NaN","NaN","NaN","91","105","--","31,3","267","204","356","NaN","NaN","2811","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-05-14 15:01:57,false,"Tilst Cykling","63,13","1.565","02:38:43","108","177","--","23,9","55,5","404","399","NaN","NaN","NaN","NaN","75","116","--","380,2","315","164","1.143","NaN","NaN","8897","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-05-11 19:13:48,false,"Tilst Cykling","17,01","488","00:46:45","141","179","--","21,8","63,2","147","139","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-05-03 12:38:34,false,"Tilst Cykling","85,81","2.000","03:57:10","134","175","--","21,7","68,9","701","683","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-27 18:49:52,false,"Tilst Cykling","27,19","587","01:00:47","141","178","--","26,8","55,7","227","209","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-23 11:32:41,false,"Tilst Cykling","41,99","774","01:35:28","131","173","--","26,4","52,4","318","312","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-22 18:37:51,false,"Tilst Cykling","31,76","721","01:01:54","148","187","--","30,8","54,0","275","270","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-20 18:55:16,false,"Tilst Cykling","26,22","540","00:55:28","138","174","--","28,4","43,8","246","245","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-19 12:56:44,false,"Tilst Cykling","68,65","2.455","02:36:23","49","112","--","26,3","53,6","596","568","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-12 17:05:01,false,"Tilst Cykling","15,71","381","00:31:06","150","179","--","30,3","47,3","133","132","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-08 18:56:02,false,"Tilst Cykling","40,11","856","01:22:02","146","173","--","29,3","52,4","281","279","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-06 13:52:02,false,"Tilst Cykling","43,05","960","01:42:07","146","186","--","25,3","55,8","384","383","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-04-05 17:25:59,false,"Tilst Cykling","24,64","633","00:52:54","156","185","--","27,9","57,7","243","206","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-46","2"
Cycling,2015-04-03 19:13:42,false,"Tilst Cykling","24,96","635","00:52:08","155","183","--","28,7","53,1","222","226","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:NaN:NaN","15","54"
Cycling,2015-04-02 12:12:03,false,"Tilst Cykling","51,70","1.205","01:50:47","151","189","--","28,0","61,5","515","528","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-26 14:32:54,false,"Tilst Cykling","56,16","1.054","02:02:17","135","168","--","27,6","55,2","161","156","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-22 11:16:20,false,"Tilst Cykling","120,10","2.302","04:25:44","147","185","--","27,1","52,7","1.064","1.032","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-19 10:02:37,false,"Tilst Cykling","115,97","2.094","04:09:55","141","185","--","27,8","63,8","1.112","1.097","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-18 05:42:49,false,"Tilst Cykling","83,90","1.762","03:02:56","145","182","--","27,5","56,8","1.028","1.043","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-15 09:28:54,false,"Tilst Cykling","101,84","2.034","03:56:11","140","186","--","25,9","47,7","804","802","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-14 05:57:03,false,"Tilst Cykling","49,19","579","01:52:29","136","175","--","26,2","57,0","511","511","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-11 05:44:35,false,"Tilst Cykling","76,48","1.446","02:51:36","137","173","--","26,7","51,7","600","631","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-08 09:39:08,false,"Højbjerg Cykling","96,79","1.973","03:38:02","150","186","--","26,6","49,8","845","777","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-05 15:42:44,false,"Herning Cykling","62,93","1.551","02:12:48","158","184","--","28,4","44,5","341","332","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-03-03 15:40:03,false,"Herning Cykling","52,87","1.188","01:54:35","147","172","--","27,7","40,5","198","196","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-02-25 15:37:08,false,"Herning Cykling","62,99","1.508","02:07:52","159","181","--","29,6","43,6","173","183","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-02-23 15:43:50,false,"Herning Cykling","39,36","974","01:23:33","157","179","--","28,3","50,6","186","187","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-02-15 12:41:27,false,"Tilst Cykling","76,90","1.539","02:20:26","155","179","--","32,9","59,3","511","524","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","16,0","--","--","--","00:NaN:NaN","00:NaN:NaN","8","115"
Cycling,2015-02-12 15:46:08,false,"Herning Cykling","87,93","1.715","03:20:51","143","181","--","26,3","52,9","530","507","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","16,0","--","--","--","00:NaN:NaN","00:NaN:NaN","10","118"
Cycling,2015-02-10 15:40:19,false,"Herning Cykling","39,11","977","01:21:31","157","185","--","28,8","41,5","108","110","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-02-02 15:34:46,false,"Herning Cykling","40,70","964","01:27:21","151","180","--","28,0","43,3","101","100","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-01-27 14:56:10,false,"Herning Cykling","40,47","954","01:26:07","152","179","--","28,2","39,7","96","95","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-01-21 15:47:44,false,"Herning Cykling","45,15","902","01:46:03","140","168","--","25,5","37,7","182","185","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2015-01-13 16:05:27,false,"Herning Cykling","76,98","1.320","02:44:45","141","185","--","28,0","49,8","371","378","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-18 19:46:54,false,"Carillon TrainerRoad","30,26","850","01:00:02","143","160","--","30,2","35,8","--","2","NaN","NaN","NaN","NaN","87","106","--","67,5","270","236","333","NaN","NaN","5237","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-17 19:13:12,false,"Maclure TrainerRoad","38,89","992","01:22:01","132","146","--","28,5","31,5","--","2","NaN","NaN","NaN","NaN","86","96","--","59,5","224","202","250","NaN","NaN","7034","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","13,0","--","--","--","00:NaN:NaN","00:NaN:NaN","68","73"
Cycling,2014-11-15 19:55:49,false,"Warlow TrainerRoad","42,80","1.184","01:30:01","141","177","--","28,5","38,8","6","--","NaN","NaN","NaN","NaN","87","137","--","108,7","255","219","402","NaN","NaN","7820","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-13 20:18:29,false,"Geiger TrainerRoad","30,01","832","01:01:01","140","166","--","29,5","35,0","--","--","NaN","NaN","NaN","NaN","82","115","--","67,0","258","227","314","NaN","NaN","5010","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-13 19:26:32,false,"Taku TrainerRoad","13,74","336","00:30:34","124","137","--","27,0","30,4","2","4","NaN","NaN","NaN","NaN","78","91","--","19,5","206","183","232","NaN","NaN","2366","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-11 20:05:31,false,"Tunnabora TrainerRoad","28,33","786","00:58:20","144","185","--","29,1","43,9","--","2","NaN","NaN","NaN","NaN","86","118","--","70,4","250","225","539","NaN","NaN","5008","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-09 12:10:57,false,"Conness TrainerRoad","49,71","1.232","01:51:18","132","153","--","26,8","70,0","24","21","NaN","NaN","NaN","NaN","86","96","--","71,5","210","184","237","NaN","NaN","9137","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-08 17:09:25,false,"Eclipse TrainerRoad","44,42","1.241","01:30:02","154","178","--","29,6","35,3","--","4","NaN","NaN","NaN","NaN","85","101","--","101,8","282","230","320","NaN","NaN","7641","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-06 19:25:01,false,"Carson TrainerRoad","29,15","812","01:00:01","141","164","--","29,1","35,5","2","2","NaN","NaN","NaN","NaN","76","101","--","66,3","252","226","325","NaN","NaN","4442","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-05 20:52:38,false,"Volunteer TrainerRoad","14,77","390","00:30:01","134","143","--","29,5","31,1","--","2","NaN","NaN","NaN","NaN","91","98","--","24,4","225","217","243","NaN","NaN","2730","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-04 19:09:08,false,"Ericsson TrainerRoad","28,76","777","01:00:01","153","175","--","28,8","34,6","--","2","NaN","NaN","NaN","NaN","86","105","--","62,0","250","216","306","NaN","NaN","5156","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-11-02 12:21:55,false,"Koip TrainerRoad","70,20","1.762","02:30:01","141","159","--","28,1","32,0","17","4","NaN","NaN","NaN","NaN","82","94","--","61,4","218","196","259","NaN","NaN","12298","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:NaN:NaN","120","134"
Cycling,2014-11-01 19:16:51,false,"Antelope TrainerRoad","43,21","1.169","01:30:07","147","173","--","28,8","34,6","15","11","NaN","NaN","NaN","NaN","82","102","--","55,8","236","216","307","NaN","NaN","7411","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-30 19:19:54,false,"Monitor TrainerRoad","29,89","795","01:00:00","144","169","--","29,9","35,5","--","--","NaN","NaN","NaN","NaN","84","106","--","0,0","--","226","321","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-29 19:54:21,false,"Volunteer TrainerRoad","14,87","389","00:30:00","133","145","--","29,7","31,6","--","--","NaN","NaN","NaN","NaN","91","97","--","0,0","--","217","248","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-28 18:41:50,false,"Goddard TrainerRoad","28,25","702","01:00:00","150","181","--","28,3","39,5","--","--","NaN","NaN","NaN","NaN","83","130","--","0,0","--","201","412","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-26 10:46:49,false,"Koip TrainerRoad","70,88","1.765","02:30:00","132","150","--","28,4","33,6","--","--","NaN","NaN","NaN","NaN","83","113","--","0,0","--","197","283","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-25 20:10:33,false,"Baxter TrainerRoad","42,77","1.049","01:30:00","142","165","--","28,5","33,2","--","--","NaN","NaN","NaN","NaN","96","112","--","0,0","--","198","276","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-23 19:30:52,false,"Mount Field TrainerRoad","29,98","812","01:00:00","145","163","--","30,0","35,5","--","--","NaN","NaN","NaN","NaN","81","93","--","0,0","--","227","321","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-23 08:33:56,false,"Taku TrainerRoad","13,69","329","00:30:00","138","155","--","27,4","30,5","--","--","NaN","NaN","NaN","NaN","84","219","--","0,0","--","184","229","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-21 19:12:27,false,"8 Minute Test TrainerRoad","27,92","737","01:00:00","147","191","--","27,9","45,3","--","--","NaN","NaN","NaN","NaN","83","132","--","0,0","--","207","575","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-19 12:41:46,false,"Eclipse TrainerRoad","44,38","1.175","01:30:00","158","180","--","29,6","35,8","--","--","NaN","NaN","NaN","NaN","83","109","--","0,0","--","221","328","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-16 19:44:23,false,"Virginia TrainerRoad","47,83","1.153","01:45:00","127","147","--","27,3","31,2","--","--","NaN","NaN","NaN","NaN","84","170","--","0,0","--","184","241","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-14 18:52:52,false,"Virginia TrainerRoad","47,93","1.160","01:45:00","131","175","--","27,4","58,8","--","--","NaN","NaN","NaN","NaN","85","240","--","0,0","--","185","1.127","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-12 16:01:56,false,"Fletcher - TrainerRoad","41,84","1.025","01:30:00","140","164","--","27,9","36,3","--","--","NaN","NaN","NaN","NaN","92","241","--","0,0","--","191","339","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-11 16:55:04,false,"Fletcher - TrainerRoad","42,04","1.043","01:30:00","138","169","--","28,0","56,2","--","--","NaN","NaN","NaN","NaN","87","161","--","0,0","--","194","1.001","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-10 09:02:34,false,"Sufferfest - Fight Club","30,04","845","01:00:19","161","192","--","29,9","43,0","--","--","NaN","NaN","NaN","NaN","86","115","--","0,0","--","236","506","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-10-08 19:17:05,false,"8 Minute Test","25,52","633","01:00:00","145","189","--","25,5","47,9","--","--","NaN","NaN","NaN","NaN","84","128","--","0,0","--","178","659","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-24 20:08:43,false,"Hometrainer - 30 min Tempo","22,02","576","00:47:00","153","173","--","28,1","35,7","--","2","NaN","NaN","NaN","NaN","91","112","--","0,0","--","--","--","NaN","NaN","4256","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-21 16:01:09,false,"Sufferfest - Fight Club","26,23","695","00:59:33","157","190","--","26,4","48,9","2","--","NaN","NaN","NaN","NaN","87","115","--","0,0","--","--","--","NaN","NaN","5153","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-19 17:01:50,false,"Sufferfest - A Very Dark Place","24,29","616","00:52:40","158","190","--","27,7","50,9","--","2","NaN","NaN","NaN","NaN","86","112","--","0,0","--","--","--","NaN","NaN","4511","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-17 12:36:56,false,"Hometrainer","54,47","1.134","02:00:02","139","175","--","27,2","36,0","7","5","NaN","NaN","NaN","NaN","83","107","--","0,0","--","--","--","NaN","NaN","9990","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-10 20:23:02,false,"Week 1, Workout 2 Tempo","29,82","615","01:02:00","144","170","--","28,9","40,3","--","2","NaN","NaN","NaN","NaN","87","110","--","0,0","--","--","--","NaN","NaN","5301","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-08 13:03:47,false,"CTS Test","19,41","423","00:41:47","145","192","--","27,9","43,3","4","2","NaN","NaN","NaN","NaN","88","115","--","0,0","--","--","--","NaN","NaN","3678","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-07 18:46:47,false,"Hometrainer","28,21","505","01:00:01","130","165","--","28,2","37,0","2","4","NaN","NaN","NaN","NaN","80","102","--","0,0","--","--","--","NaN","NaN","4784","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-07 10:19:01,false,"Bloktræning - Pernille","62,49","1.286","02:36:01","130","177","--","24,0","55,6","509","511","NaN","NaN","NaN","NaN","76","115","--","0,0","--","--","--","NaN","NaN","8714","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-06 12:14:08,false,"Hometrainer","27,84","678","01:00:00","152","188","--","27,8","51,1","4","4","NaN","NaN","NaN","NaN","84","110","--","0,0","--","--","--","NaN","NaN","5038","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-03 14:34:50,false,"Træning - Århus CK","98,89","2.036","03:19:03","152","191","--","29,8","59,4","633","621","NaN","NaN","NaN","NaN","83","166","--","0,0","--","--","--","NaN","NaN","14266","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
Cycling,2014-09-02 14:47:05,false,"4 min interval m Pernille","58,40","1.133","02:04:28","140","178","--","28,1","49,9","381","376","NaN","NaN","NaN","NaN","83","151","--","0,0","--","--","--","NaN","NaN","8721","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","00:NaN:NaN","--","--"
